rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,baseline_recommendation_count,carried_count
2019-05-31,lifecycle_review_main,0.07033589823020242,0.0018,0.36,0.06853589823020242,0.28,3,"NOW,SHOP,HEI",18,0
2019-06-28,lifecycle_review_main,0.015651135763551104,0.0013779088664989975,0.2755817732997995,0.014273226897052106,0.0,6,"NOW,SHOP,HEI,HD,YUM,DG",25,0
2019-07-31,lifecycle_review_main,0.052057431169003264,0.0011662088105037543,0.23324176210075084,0.05089122235849951,1.1102230246251565e-16,9,"NOW,SHOP,HEI,HD,YUM,DG,MDT,TXN,SPGI",18,3
2019-08-30,lifecycle_review_main,-0.0653938623268691,0.0012600406337236528,0.25200812674473055,-0.06665390296059275,0.0,11,"NOW,SHOP,HEI,HD,YUM,DG,MDT,SPGI,AMGN,ABT,ELS",18,3
2019-09-30,lifecycle_review_main,-0.011247379573961238,0.0015775661066553032,0.31551322133106063,-0.012824945680616541,0.0,11,"SHOP,HEI,YUM,DG,MDT,SPGI,ABT,ELS,LHX,MLM,NEE",18,6
2019-10-31,lifecycle_review_main,-0.013849523118246967,0.003335322502815308,0.6670645005630615,-0.017184845621062275,0.0,9,"DG,MDT,ABT,ELS,MLM,NEE,AAPL,COST,BKNG",20,5
2019-11-29,lifecycle_review_main,0.028995293308101307,0.000791726424648319,0.1583452849296638,0.028203566883452987,0.0,12,"DG,MDT,ABT,ELS,MLM,NEE,AAPL,COST,BKNG,UNH,BAC,BABA",31,5
2019-12-31,lifecycle_review_main,0.023126313013024737,0.002797739971661094,0.5595479943322188,0.020328573041363644,0.0,12,"MDT,ABT,MLM,AAPL,COST,BKNG,UNH,BAC,BABA,TSLA,MCHP,CP",18,4
2020-01-31,lifecycle_review_main,-0.06549837351227665,0.0007753184320810704,0.15506368641621407,-0.06627369194435773,0.0,12,"MDT,ABT,AAPL,COST,BKNG,UNH,BAC,BABA,TSLA,MCHP,CP,FICO",18,5
2020-02-28,lifecycle_review_main,-0.04365292436661409,0.0024109264195667198,0.482185283913344,-0.04606385078618081,0.2794939875286985,11,"MDT,ABT,AAPL,BABA,TSLA,MCHP,CP,FICO,NOW,DPZ,SHOP",27,3
2020-03-31,lifecycle_review_main,0.12062961737292488,0.0020016200249007147,0.4003240049801429,0.11862799734802416,0.4,8,"BABA,TSLA,NOW,DPZ,SHOP,JD,VRTX,MSCI",18,1
2020-04-30,lifecycle_review_main,0.1178537953544525,0.0015925685707096503,0.31851371414193,0.11626122678374286,0.0,10,"BABA,NOW,DPZ,SHOP,JD,VRTX,MSCI,AMZN,GILD,ZTO",26,0
2020-05-29,lifecycle_review_main,0.05371197078763394,0.0013232033847315411,0.2646406769463082,0.0523887674029024,1.1102230246251565e-16,12,"BABA,NOW,DPZ,SHOP,JD,VRTX,MSCI,AMZN,GILD,ZTO,VEEV,ABT",17,3
