as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,risk_state,account_source,approval_status,backtest_metric_mode,official_broker_cagr,official_broker_max_dd,official_broker_sharpe,official_broker_avg_cash_weight,daily_monitoring_backtest_status,daily_monitoring_position_risk_cagr,daily_monitoring_position_risk_max_dd,daily_monitoring_risk_action_count
2026-06-04,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,217.0,1759.6800537109375,381850.57165527344,0.3656718171646912,124271.57165527344,0.0,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3978868352941922,-0.35204443232782134,1.1854235002443043,0.3197006733474197,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,concentrated,equity,BE,890.0,291.3699951171875,259319.29565429688,0.2483321097483684,756.5054321289062,0.0,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3978868352941922,-0.35204443232782134,1.1854235002443043,0.3197006733474197,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,concentrated,equity,WDC,410.0,575.5,235955.0,0.2259577437453422,76080.18581327135,92319.38560716936,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3978868352941922,-0.35204443232782134,1.1854235002443043,0.3197006733474197,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,152.0,535.6300048828125,81415.7607421875,0.0779662291649479,17364.069122117682,98588.97126597053,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3978868352941922,-0.35204443232782134,1.1854235002443043,0.3197006733474197,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,concentrated,equity,LITE,63.0,945.0800170898438,59540.04107666016,0.057017369177119,31855.17042627094,236336.54123739485,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3978868352941922,-0.35204443232782134,1.1854235002443043,0.3197006733474197,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,26163.250504293537,0.025054730999531,0.0,0.0,,,,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3978868352941922,-0.35204443232782134,1.1854235002443043,0.3197006733474197,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,main,equity,SNDK,54.0,1759.6800537109375,95022.72290039062,0.1406825689059726,53641.52221679688,1366.4446301269531,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3135739941005504,-0.3745044500752168,1.1364976778234772,0.19658077785204947,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,main,equity,STM,1125.0,78.36000061035156,88155.00068664551,0.130514802985656,25436.250686645508,203.3935671138761,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3135739941005504,-0.3745044500752168,1.1364976778234772,0.19658077785204947,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,main,equity,WDC,148.0,575.5,85174.0,0.1261013866815645,35986.97002227397,31300.044265255023,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3135739941005504,-0.3745044500752168,1.1364976778234772,0.19658077785204947,missing,,,0
2026-06-04,current_broker_ledger_mark_to_market,main,equity,MRVL,254.0,316.42999267578125,80373.21813964844,0.1189937570088236,38475.91891479492,-5036.781569252014,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.3135739941005504,-0.3745044500752168,1.1364976778234772,0.19658077785204947,missing,,,0
