rebalance_date,ticker,Name,sector,weight,target_weight,leader_selection_score,leader_tier,leader_state,warning_streak,exit_streak,market_leader_tape_score,sector_leadership_score,future_winner_confirmation_score,smart_money_confirmation_score,smart_money_confirmation_boost,smart_money_evidence_confidence,leader_chase_risk_score,chase_risk_weight_scale,effective_single_weight_cap,liquidity_capacity_score,liquidity_capacity_weight_cap,risk_mode,market_regime,gross_exposure_cap,risk_overlay_reason,benchmark_risk_score,selection_reason,residual_cash_reason,was_prev_holding,holding_months,portfolio_kind,variant_id,target_n,target_stock_names,weighting_mode,active_rebalance_interval_months,single_cap,subindustry_cap,theme_cap,rs_spy_1w,rs_qqq_1w,rs_smh_1w,rs_soxx_1w,rs_spy_1m,rs_spy_3m,rs_spy_6m,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,rs_smh_1m,rs_smh_3m,rs_smh_6m,rs_soxx_1m,rs_soxx_3m,rs_soxx_6m,rs_benchmark_1w,rs_benchmark_1m,rs_benchmark_3m,rs_benchmark_6m,rs_semis_1w,rs_semis_1m,rs_semis_3m,rs_semis_6m,rs_price_coverage_flag
2026-04-30,SNDK,SANDISK CORP,Information Technology,0.10647910175256388,0.10647910175256388,2.684862406859493,DUAL_LEADER,HOLD,0.0,0.0,5.4224987056263805,2.330325997048609,0.793648177938021,0.2134436276932457,3.861010358646904,1.0,1.0814910164219278,0.9,0.108,1.6532268803042038,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,3.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.1010865957496121,0.10188350126078216,0.10714485328664347,0.10769772979313408,0.7781271170486506,0.8614299164176229,4.536444785143136,0.7192349499521069,0.8277219968170639,4.530268191965618,0.5175687175880546,0.6469011452341369,4.202125043799953,0.9153013271015285,0.9028373271420824,4.599581088515311,0.10148504850519713,0.7486810335003787,0.8445759566173434,4.533356488554377,0.10742129153988877,0.7164350223447915,0.7748692361881097,4.400853066157632,True
2026-04-30,WDC,WESTERN DIGITAL CORP,Information Technology,0.09691358937358509,0.09691358937358509,2.5306638175210754,DUAL_LEADER,HOLD,0.0,0.0,4.715850769568401,1.9503724633027006,0.793648177938021,0.11865540332830088,1.577510888520065,1.0,0.8508104723696863,0.9,0.108,1.1565349730077488,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,10.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.06893344642341437,0.06973035193458443,0.07499170396044574,0.07554458046693635,0.5893724528246296,0.6959060964333066,2.0866318226907734,0.5304802857280859,0.6621981768327476,2.080455229513256,0.3288140533640336,0.4813773252498206,1.7523120813475905,0.7265466628775075,0.7373135071577661,2.1497681260629493,0.0693318991789994,0.5599263692763577,0.6790521366330271,2.083543526102015,0.07526814221369105,0.5276803581207705,0.6093454162037933,1.95104010370527,True
2026-04-30,CIEN,CIENA CORP,Information Technology,0.07764705568250099,0.07764705568250099,2.095701768619658,DUAL_LEADER,HOLD,0.0,0.0,4.074306149205816,2.154239327520343,0.6214322001864991,0.13160046119344498,1.8893643172962866,1.0,0.9501870052593958,0.9,0.108,0.46229138847001205,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,7.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.006407355694942218,0.0072042612061122835,0.012465613231973593,0.0130184897384642,0.30825049430285834,1.0537437834495564,1.7288831628883865,0.24935832720631468,1.0200358638489975,1.7227065697108694,0.047692094842262334,0.8392150122660704,1.3945634215452036,0.4454247043557362,1.095151194174016,1.7920194662605624,0.006805808450527251,0.2788044107545865,1.036889823649277,1.725794866299628,0.012742051485218897,0.24655839959899928,0.9671831032200432,1.5932914439028831,True
2026-04-30,MU,MICRON TECHNOLOGY INC,Information Technology,0.07137337698625909,0.07137337698625909,2.0691109235101846,DUAL_LEADER,HOLD,0.0,0.0,2.8122543704834753,2.4223912880186376,0.6112040990765534,0.1573915370759717,2.5106852514769185,1.0,0.8682534280430636,0.9,0.108,2.283744702061982,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,7.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.0345387529624297,0.03533565847359976,0.04059701049946107,0.04114988700595168,0.4699109135091779,0.20564531448230383,1.2474135312817536,0.41101874641263425,0.17193739488174486,1.2412369381042365,0.2093525140485819,-0.00888345670118218,0.9130937899385707,0.6070851235620558,0.24705272520676336,1.3105498346539295,0.03493720571801473,0.4404648299609061,0.18879135468202435,1.2443252346929952,0.040873448752706376,0.40821881880531885,0.11908463425279059,1.1118218122962502,True
2026-04-30,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.06979311877515738,0.06979311877515738,2.5717371803776388,DUAL_LEADER,HOLD,0.0,0.0,4.802380599069728,2.1029471251552403,0.793648177938021,0.10979895688877916,1.364154315091796,1.0,0.8459925166044013,0.7,0.08399999999999999,1.3289221254303478,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,0.0,1.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,-0.0014988685065995266,-0.0007019629954294615,0.0045593890304318485,0.005112265536922456,0.7445324516623273,1.0522654271547724,0.8037661681980737,0.6856402845657836,1.0185575075542135,0.7975895750205566,0.4839740522017313,0.8377366559712864,0.4694464268548908,0.8817066617152052,1.093672837879232,0.8669024715702496,-0.001100415751014494,0.7150863681140555,1.035411467354493,0.8006778716093151,0.004835827283677152,0.6828403569584682,0.9657047469252592,0.6681744492125702,True
2026-04-30,ONTO,ONTO INNOVATION INC,Information Technology,0.057648280826119926,0.057648280826119926,1.7430998279427137,DUAL_LEADER,HOLD,0.0,0.0,2.7307534791941004,2.272651729540126,0.7000611243041196,0.04914151678309844,0.0,1.0,0.8422807397507226,0.9,0.108,-0.5942772100850848,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,4.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,-0.04818843672009987,-0.047391531208929805,-0.042130179183068495,-0.04157730267657789,0.42176271020969236,0.41892415622439216,1.0898005152221475,0.3628705431131487,0.3852162366238332,1.0836239220446304,0.16120431074909636,0.20439538504090615,0.7554807738789646,0.5589369202625702,0.4603315669488517,1.1529368185943234,-0.04778998396451484,0.39231662666142053,0.4020701964241127,1.086712218633389,-0.04185374092982319,0.3600706155058333,0.3323634759948789,0.954208796236644,True
2026-04-30,LITE,LUMENTUM HOLDINGS INC,Information Technology,0.05760907495773465,0.05760907495773465,1.6572629305769508,DUAL_LEADER,HOLD,0.0,0.0,3.907362080643365,2.3948221132816556,0.5710032279986411,0.0,0.0,1.0,1.2681044417505647,0.9,0.108,0.6603521501543513,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,1.0,9.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.016845143271689844,0.01764204878285991,0.02290340080872122,0.023456277315211826,0.24085544465044784,1.2613692730169628,3.4455329881345045,0.18196327755390418,1.2276613534164038,3.439356394956987,-0.019702954810148166,1.0468405018334768,3.111213246791322,0.3780296547033257,1.3027766837414223,3.5086692915066804,0.017243596027274877,0.211409361102176,1.2445153132166833,3.442444691545746,0.023179839061966523,0.17916334994658878,1.1748085927874494,3.309941269149001,True
2026-04-30,STM,STMicroelectronics,Semiconductors,0.05679134996499819,0.05679134996499819,2.2749029781810233,DUAL_LEADER,HOLD,0.0,0.0,5.382064812803719,2.4223912880186376,0.4477421888963326,0.0,0.0,1.0,0.5908900848559178,1.0,0.12,0.4619145383559704,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence",position_caps_or_liquidity_caps_left_cash,0.0,1.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.08591902768239601,0.08671593319356607,0.09197728521942738,0.09253016172591799,0.6233621470688411,0.9412814780683045,1.206226363850475,0.5644699799722974,0.9075735584677456,1.200049770672958,0.3628037476082451,0.7267527068848185,0.8719066225072922,0.760536357121719,0.9826888887927641,1.269362667222651,0.08631748043798104,0.5939160635205692,0.924427518268025,1.2031380672617167,0.09225372347267269,0.561670052364982,0.8547207978387913,1.0706346448649717,True
2026-04-30,UI,UBIQUITI INC,Information Technology,0.056136773920073164,0.056136773920073164,2.1681289348880624,DUAL_LEADER,HOLD,0.0,0.0,3.3427718245055287,1.8511735306069876,0.7303703759782302,0.03265517176044086,0.0,1.0,0.7589279579889738,0.7,0.08399999999999999,-0.6012633828357712,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,entry_scaled_for_chase_risk",position_caps_or_liquidity_caps_left_cash,0.0,1.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,-0.027243370928194177,-0.026446465417024112,-0.021185113391162802,-0.020632236884672195,0.23606679927392227,0.7959139539104287,0.25137029611499195,0.1771746321773786,0.7622060343098698,0.2451937029374749,-0.024491600186673734,0.5813851827269427,-0.08294944522819092,0.37324100932680015,0.8373213646348883,0.31450659948716786,-0.026844918172609145,0.20662071572565044,0.7790599941101493,0.24828199952623342,-0.0209086751379175,0.1743747045700632,0.7093532736809155,0.11577857712948847,True
2026-04-30,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.05361398476980958,0.05361398476980958,1.585461342219528,DUAL_LEADER,SHAKEOUT_GUARD,0.0,0.0,1.1072591700247294,1.7562779473873875,0.793648177938021,0.02123061793362098,0.0,1.0,0.0766777000838515,1.0,0.12,-0.04329921558199998,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence",position_caps_or_liquidity_caps_left_cash,1.0,2.0,main,main_N18_cap12_sub40_theme60_risk,18,18,market_leader_score_power,1,0.12,0.4,0.6,0.0480230533110384,0.048819958822208465,0.054081310848069775,0.05463418735456038,-0.13112483542614695,0.31019815128898887,0.7126504799027855,-0.1900170025226906,0.2764902316884299,0.7064738867252685,-0.39168323488674295,0.09566938010550285,0.37833073855960264,0.006049374626730941,0.3516055620134484,0.7757867832749614,0.04842150606662343,-0.16057091897441877,0.2933441914887094,0.709562183314027,0.05435774910131508,-0.192816930130006,0.22363747105947562,0.577058760917282,True
