ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
VRT,VERTIV HOLDINGS CLASS A,Industrials,Capital Goods - Machinery,current_constituents_proxy+strategic_global_hardware,True,True,0.0831132310277475,0.3079229774216048,selected_both,0.6285008237232291,3.404412677448008,,0.4706878196135607,0.4689546824354322,0.3948206845928576,,0.2099779568536072,True,future_relaxed,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.1019529068227509,1.0,1.0,,3012276945.3608704,0.2768541401432887,0.0,10229900000.0,11,2024-02-29,2026-02-27,0,,
GEV,GE VERNOVA INC,Industrials,Capital Goods - Machinery,current_constituents_proxy,True,False,0.131681195349928,0.0,selected_main,0.6233278418451401,4.676087691632777,,0.4689088919688974,0.2953711519450252,0.2604221474377825,,0.2738842915481833,False,rejected,0.2416666666666667,0.0,,neutral,0.0,,1.0,1.0,0.1736604828852221,1.0,1.0,,2282230685.8380127,,,34935000000.0,1,2025-07-31,2025-07-31,0,,
LRCX,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,True,False,0.0656944254569447,0.0,selected_main_stale_review,0.6157001647446458,4.826285402701317,,0.3861378685583151,0.46789830779541,0.3229079096418363,,0.2279555158890494,True,core_strict,0.346875,0.6781906302710505,broad_relative_breakdown,rotate_out_stale_core,0.0,,1.0,0.0,-0.2321624248215912,0.0,1.0,,2423913649.033966,0.2368408976459919,,18435591000.0,35,2019-08-30,2026-02-27,40,2019-08-30,2026-02-27
FTI,TECHNIPFMC PLC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,True,False,0.0513852414778183,0.0,selected_main,0.6048105436573312,1.2612855939488552,,0.5805335629781496,0.6855482800720829,0.623030577595136,,1.3322627652361692,True,future_relaxed,0.2416666666666667,0.0,,promote_monster_early,0.0,,1.0,1.0,0.4208279752900042,1.0,1.0,,300120034.188385,0.0935012605550846,0.1936415727054996,9932600000.0,1,2026-02-27,2026-02-27,0,,
GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,current_constituents_proxy,True,False,0.1752763992076129,0.0,selected_main_stale_review,0.5909225700164744,6.464004847404837,,0.3290728896012775,0.5310841700850881,0.4127267063475487,,0.0023466254403994,True,core_strict,0.1875,0.690135185477875,broad_relative_breakdown,rotate_out_stale_core,0.8533172125637243,,1.0,0.0,-0.0051864988153343,0.0,1.0,,6119035801.204834,0.1386624332290156,0.3843695538221552,350018000000.0,19,2020-11-30,2026-01-30,13,2020-08-31,2021-12-31
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Software - Infrastructure,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.5667051070840198,1.8093218999996756,,0.5076605435071819,0.5890789891133945,0.6012399838117222,,-0.3944540027028578,True,early_relaxed,0.1083333333333333,0.0,,neutral,0.0,,1.0,1.0,0.3971740707681773,1.0,1.0,,509139016.1545181,0.0,0.0,4208175000.0,4,2020-06-30,2026-01-30,0,,
AMZN,AMAZON.COM INC,Consumer Discretionary,Internet Content & Information,current_constituents_proxy,True,False,0.1194526618527154,0.0,selected_main,0.4958649093904448,4.641395153162243,,0.2223449367091671,0.199009674022596,0.0431712069444947,,0.0065705512331184,True,core_strict,0.3103125,0.0,,neutral,0.5,,1.0,0.0,-0.2251287672514161,0.0,0.0,,9667170949.892578,0.1237775468329469,0.2940718433874534,716924000000.0,13,2020-04-30,2024-04-30,5,2020-04-30,2022-03-31
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Software - Infrastructure,current_constituents_proxy,True,False,0.0831132310277475,0.0,selected_main_stale_review,0.42827841845140036,2.789256294025486,,0.1953601409416724,-0.0541055165732281,0.1187331777743341,,0.0,True,core_strict,0.30625,0.75,broad_relative_breakdown,rotate_out_stale_core,0.5,,1.0,0.0,-0.498387576858212,0.0,0.0,,6967341896.997376,0.2878613688375613,,2865507000.0,12,2024-11-29,2025-10-31,5,2024-11-29,2025-03-31
RKLB,ROCKET LAB CORP,Industrials,Aerospace & Defense,current_constituents_proxy,True,False,0.0591957579507122,0.0,selected_main,0.42275123558484357,0.3767249615861116,,0.2705975140187708,0.1206229591018035,0.2175604178196863,,0.222273339945238,True,future_relaxed,0.265625,0.0,,neutral,0.7376456107351081,,1.0,0.0,-1.088276682406373,0.0,1.0,,1579382919.3416786,0.3795957947246076,,601799000.0,3,2025-10-31,2026-01-30,0,,
MLI,MUELLER INDUSTRIES INC,Industrials,Other,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.3842174629324547,0.3241773814179324,,0.2681945137946705,0.1254776453885279,0.1101168510246198,,-0.0216728650183406,True,future_relaxed,0.1739583333333333,0.0,,neutral,0.9403172728783404,,1.0,0.0,0.2140366532140944,0.0,1.0,,82558193.18294525,0.0,-0.0426296903941171,4178547000.0,1,2023-02-28,2023-02-28,2,2023-02-28,2023-03-31
