ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode
AWK,BUY,42.0,93.7157211303711,3936.060287475586,9.840150718688966,-3945.900438194275,96054.09956180572,42.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close
CPRT,BUY,242.0,16.502500534057617,3993.6051292419434,9.984012823104859,-4003.5891420650482,92050.51041974068,242.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close
FDS,BUY,15.0,253.6052703857422,3804.079055786133,9.510197639465332,-3813.589253425598,88236.92116631508,15.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close
KEYS,BUY,46.0,85.86000061035156,3949.560028076172,9.87390007019043,-3959.433928146362,84277.48723816872,46.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close
PAYC,BUY,20.0,196.92335510253906,3938.4671020507812,9.846167755126954,-3948.313269805908,80329.17396836281,20.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close
VICI,BUY,255.0,15.683968544006348,3999.4119787216187,9.998529946804046,-4009.4105086684226,76319.76345969438,255.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close
EL,BUY,27.0,155.7960662841797,4206.493789672852,10.516234474182129,-4217.010024147034,72102.75343554735,27.0,2019-05-01,2019-04-30,target_rebalance,0.0431382817741752,next_close
CDNS,BUY,63.0,68.54000091552734,4318.020057678223,10.795050144195557,-4328.815107822418,67773.93832772493,63.0,2019-05-01,2019-04-30,target_rebalance,0.0437252886732324,next_close
W,BUY,26.0,163.52999877929688,4251.779968261719,10.629449920654297,-4262.409418182373,63511.528909542554,26.0,2019-05-01,2019-04-30,target_rebalance,0.0437879688645781,next_close
DG,BUY,39.0,112.40969848632812,4383.978240966797,10.959945602416992,-4394.938186569214,59116.59072297334,39.0,2019-05-01,2019-04-30,target_rebalance,0.0438947072581389,next_close
CSX,BUY,185.0,24.0091552734375,4441.6937255859375,11.104234313964843,-4452.797959899903,54663.79276307344,185.0,2019-05-01,2019-04-30,target_rebalance,0.0444740711107943,next_close
MELI,BUY,9.0,484.7300109863281,4362.570098876953,10.906425247192383,-4373.476524124146,50290.31623894929,9.0,2019-05-01,2019-04-30,target_rebalance,0.0445701473579585,next_close
AMT,BUY,30.0,159.76193237304688,4792.857971191406,11.982144927978515,-4804.840116119385,45485.47612282991,30.0,2019-05-01,2019-04-30,target_rebalance,0.0480594823843682,next_close
DHR,BUY,46.0,112.98955535888672,5197.519546508789,12.993798866271973,-5210.513345375061,40274.96277745485,46.0,2019-05-01,2019-04-30,target_rebalance,0.0527233813356186,next_close
AVGO,BUY,239.0,26.60116958618164,6357.679531097412,15.89419882774353,-6373.573729925156,33901.389047529694,239.0,2019-05-01,2019-04-30,target_rebalance,0.0636466689539009,next_close
NOW,BUY,117.0,54.08000183105469,6327.360214233398,15.818400535583496,-6343.178614768982,27558.210432760712,117.0,2019-05-01,2019-04-30,target_rebalance,0.0636466689539009,next_close
V,BUY,82.0,154.98841857910156,12709.050323486328,31.77262580871582,-12740.822949295043,14817.387483465669,82.0,2019-05-01,2019-04-30,target_rebalance,0.1276134623706002,next_close
CHTR,BUY,37.0,371.0400085449219,13728.48031616211,34.32120079040527,-13762.801516952515,1054.5859665131538,37.0,2019-05-01,2019-04-30,target_rebalance,0.140719870962733,next_close
AVGO,SELL,239.0,21.11911392211914,5047.468227386475,12.618670568466186,5034.849556818009,6089.435523331163,0.0,2019-06-03,2019-05-31,target_exit,,next_close
AWK,SELL,42.0,100.27767944335938,4211.662536621094,10.529156341552735,4201.133380279541,10290.568903610703,0.0,2019-06-03,2019-05-31,target_exit,,next_close
CDNS,SELL,63.0,61.70000076293945,3887.1000480651855,9.717750120162965,3877.3822979450224,14167.951201555727,0.0,2019-06-03,2019-05-31,target_exit,,next_close
CHTR,SELL,37.0,377.6499938964844,13973.049774169922,34.932624435424806,13938.117149734497,28106.068351290225,0.0,2019-06-03,2019-05-31,target_exit,,next_close
CPRT,SELL,242.0,17.825000762939453,4313.650184631348,10.78412546157837,4302.866059169769,32408.934410459995,0.0,2019-06-03,2019-05-31,target_exit,,next_close
CSX,SELL,185.0,22.68403434753418,4196.546354293823,10.491365885734558,4186.054988408088,36594.989398868085,0.0,2019-06-03,2019-05-31,target_exit,,next_close
EL,SELL,27.0,150.564453125,4065.240234375,10.1631005859375,4055.0771337890624,40650.06653265715,0.0,2019-06-03,2019-05-31,target_exit,,next_close
KEYS,SELL,46.0,74.20999908447266,3413.659957885742,8.534149894714355,3405.1258079910276,44055.19234064817,0.0,2019-06-03,2019-05-31,target_exit,,next_close
MELI,SELL,9.0,568.77001953125,5118.93017578125,12.797325439453125,5106.132850341797,49161.32519098997,0.0,2019-06-03,2019-05-31,target_exit,,next_close
VICI,SELL,255.0,15.182465553283691,3871.5287160873413,9.678821790218354,3861.849894297123,53023.17508528709,0.0,2019-06-03,2019-05-31,target_exit,,next_close
W,SELL,26.0,141.52999877929688,3679.7799682617188,9.199449920654297,3670.5805183410644,56693.75560362815,0.0,2019-06-03,2019-05-31,target_exit,,next_close
DHR,SELL,2.0,113.2987289428711,226.5974578857422,0.5664936447143555,226.03096424102785,56919.78656786918,44.0,2019-06-03,2019-05-31,target_rebalance,0.0505168934332946,next_close
AMT,SELL,1.0,173.32736206054688,173.32736206054688,0.4333184051513672,172.8940436553955,57092.68061152458,29.0,2019-06-03,2019-05-31,target_rebalance,0.0503913027572434,next_close
PAYC,SELL,4.0,192.89613342285156,771.5845336914062,1.9289613342285157,769.6555723571778,57862.33618388176,16.0,2019-06-03,2019-05-31,target_rebalance,0.0300152293171083,next_close
DG,SELL,11.0,117.11234283447266,1288.2357711791992,3.2205894279479983,1285.0151817512512,59147.35136563301,28.0,2019-06-03,2019-05-31,target_rebalance,0.0328438808078736,next_close
V,SELL,40.0,151.23153686523438,6049.261474609375,15.123153686523438,6034.138320922852,65181.48968655586,42.0,2019-06-03,2019-05-31,target_rebalance,0.06358525344666,next_close
FDS,BUY,3.0,258.81585693359375,776.4475708007812,1.941118927001953,-778.3886897277832,64403.10099682808,18.0,2019-06-03,2019-05-31,target_rebalance,0.0496691026032715,next_close
AZO,BUY,2.0,1037.6500244140625,2075.300048828125,5.188250122070313,-2080.4882989501953,62322.612697877885,2.0,2019-06-03,2019-05-31,target_rebalance,0.0222282110061078,next_close
KO,BUY,54.0,40.374610900878906,2180.228988647461,5.450572471618653,-2185.6795611190796,60136.9331367588,54.0,2019-06-03,2019-05-31,target_rebalance,0.0225544482580973,next_close
