as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,entry_monster_early_score_max,entry_stale_mega_leader_score_max,entry_risk_entry_block_score_max,account_source,approval_status,risk_state,combined_current_cash_weight,combined_target_cash_weight,combined_cash_gap_weight,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count,cash_policy_flag
2026-06-01,current_broker_ledger_mark_to_market,concentrated,equity,LITE,35.0,905.0,31675.0,0.0599307722800259,204.6321937050493,24512.873220323272,163623.44472038874,,,,0,0.0,0.0,,,0.0,0.0,-0.0599307722800259,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-35.0,-31675.0,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,concentrated,equity,WDC,57.0,546.2000122070312,31133.40069580078,0.058906037802773,201.95139135277253,19622.171388692743,58443.03761548053,,,,0,0.0,0.0,,,0.38235502024152,0.18903156987090758,0.32344898243874703,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,312.0,170414.40380859375,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,concentrated,equity,TER,63.0,369.4700012207031,23276.610076904297,0.0440405751529568,296.9791913056493,4566.921024648389,10097.010108583729,,,,0,0.0,0.0,,,0.0,0.0,-0.0440405751529568,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-63.0,-23276.610076904297,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,concentrated,equity,KEYS,23.0,330.0,7590.0,0.0143606807136668,313.2699890136719,384.7902526855469,-7415.459948654175,,,,0,0.0,0.0,,,0.0,0.0,-0.0143606807136668,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-23.0,-7590.0,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,concentrated,equity,MU,4.0,1035.5,4142.0,0.0078368826766808,282.27630126953125,3012.894794921875,36352.25565973282,,,,0,0.0,0.0,,,0.3816107057985303,0.1886635900610778,0.3737738231218495,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,190.0,196745.0,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,430709.46727765095,0.8149250513738965,1.0,0.0,0.0,,,,0,0.0,0.0,,,0.0,0.01462754895056972,,DEPLOY_CASH_REVIEW,DEPLOY_CASH_REVIEW,Combined cash is above target; review deploy candidates before acting.,0.0,0.0,0,,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,cash_above_target
2026-06-01,current_broker_ledger_mark_to_market,main,equity,SNDK,39.0,1761.4300537109375,68695.77209472656,0.1270904926142994,619.0800170898438,44551.651428222656,0.0,,,,0,0.0,0.0,,,0.0,0.11669241147090371,-0.1270904926142994,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-39.0,-68695.77209472656,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,main,equity,LITE,36.0,905.0,32580.0,0.0602745718275685,240.7997330697873,23911.20960948765,66077.8846231097,,,,0,0.0,0.0,,,0.0,0.0,-0.0602745718275685,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-36.0,-32580.0,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,main,equity,CIEN,57.0,569.6099853515625,32467.769165039062,0.0600669393682953,320.0665802001953,14223.97409362793,21798.202348365787,,,,0,0.0,0.0,,,0.0,0.0,-0.0600669393682953,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-57.0,-32467.769165039062,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
2026-06-01,current_broker_ledger_mark_to_market,main,equity,WDC,54.0,546.2000122070312,29494.800659179688,0.0545668042010909,189.29035403001757,19273.121541558743,30202.8646871171,,,,0,0.0,0.0,,,0.0,0.18903156987090758,-0.0545668042010909,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-54.0,-29494.800659179688,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.6595744362782345,0.01462754895056972,-0.6449468873276648,0.03,none,0.0,
