ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode
NOW,BUY,573.0,54.08000183105469,30987.841049194336,77.46960262298585,-31065.310651817323,68934.68934818267,573.0,2019-05-01,2019-04-30,target_rebalance,0.3102337218985455,next_close
VICI,BUY,2111.0,15.683968544006348,33108.8575963974,82.7721439909935,-33191.629740388395,35743.059607794276,2111.0,2019-05-01,2019-04-30,target_rebalance,0.3312147794557799,next_close
FDS,BUY,140.0,253.6052703857422,35504.737854003906,88.76184463500977,-35593.499698638916,149.5599091553595,140.0,2019-05-01,2019-04-30,target_rebalance,0.3585514986456746,next_close
FDS,SELL,140.0,258.81585693359375,36234.219970703125,90.58554992675782,36143.63442077637,36293.19432993173,0.0,2019-06-03,2019-05-31,target_exit,,next_close
NOW,SELL,573.0,49.67599868774414,28464.347248077393,71.16086812019348,28393.1863799572,64686.38070988892,0.0,2019-06-03,2019-05-31,target_exit,,next_close
VICI,SELL,2111.0,15.182465553283691,32050.184782981873,80.12546195745469,31970.05932102442,96656.44003091333,0.0,2019-06-03,2019-05-31,target_exit,,next_close
TSCO,BUY,1255.0,18.216556549072266,22861.778469085693,57.15444617271424,-22918.932915258407,73737.50711565492,1255.0,2019-06-03,2019-05-31,target_rebalance,0.2367002925313428,next_close
PEG,BUY,542.0,46.920223236083984,25430.76099395752,63.5769024848938,-25494.337896442412,48243.16921921251,542.0,2019-06-03,2019-05-31,target_rebalance,0.2632997074686571,next_close
MA,BUY,206.0,232.9153594970703,47980.564056396484,119.95141014099121,-48100.51546653747,142.65375267503987,206.0,2019-06-03,2019-05-31,target_rebalance,0.5,next_close
PEG,SELL,542.0,46.53152084350586,25220.084297180176,63.05021074295044,25157.034086437227,25299.687839112266,0.0,2019-07-01,2019-06-28,target_exit,,next_close
TSCO,SELL,1255.0,19.904512405395508,24980.163068771362,62.45040767192841,24917.712661099435,50217.400500211705,0.0,2019-07-01,2019-06-28,target_exit,,next_close
MA,SELL,5.0,256.4798583984375,1282.3992919921875,3.205998229980469,1279.193293762207,51496.59379397391,201.0,2019-07-01,2019-06-28,target_rebalance,0.5,next_close
AVGO,BUY,780.0,25.294025421142578,19729.33982849121,49.32334957122803,-19778.663178062438,31717.93061591147,780.0,2019-07-01,2019-06-28,target_rebalance,0.1915783647162081,next_close
