portfolio_kind,week_end_date,target_week_end_date,rebalance_date,period_end_date,scheduled_period_end_date,final_period_extension,weekly_return,period_return_since_rebalance,equity,cash_weight,stock_weight,selected_names,missing_price_count,spy_period_return_since_rebalance,qqq_period_return_since_rebalance
concentrated,2019-06-07,2019-06-07,2019-05-31,2019-06-28,2019-06-28,False,0.03631717807919577,0.03631717807919577,1.0363171780791958,1.1102230246251565e-16,0.9999999999999999,3,0,0.044822588899505744,0.04357864983980009
concentrated,2019-06-14,2019-06-14,2019-05-31,2019-06-28,2019-06-28,False,0.0015920386723182745,0.037967035103485536,1.0379670351034855,1.1102230246251565e-16,0.9999999999999999,3,0,0.050670066509022504,0.05280154753717703
concentrated,2019-06-21,2019-06-21,2019-05-31,2019-06-28,2019-06-28,False,-0.0026931386329815954,0.03517164598148703,1.035171645981487,1.1102230246251565e-16,0.9999999999999999,3,0,0.07308148024140415,0.08698420089188308
concentrated,2019-06-28,2019-06-28,2019-05-31,2019-06-28,2019-06-28,False,-0.008181524750759728,0.02670236353860478,1.0267023635386048,1.1102230246251565e-16,0.9999999999999999,3,0,0.06943119040561974,0.07881522792415874
concentrated,2019-07-05,2019-07-05,2019-06-28,2019-07-31,2019-07-31,False,0.017398709924718148,0.017398709924718148,1.0445656601408355,0.0,1.0,3,0,0.005999773195003,0.003835514000567697
concentrated,2019-07-12,2019-07-12,2019-06-28,2019-07-31,2019-07-31,False,0.020609748874074185,0.038367041841073535,1.0660938960788198,0.0,1.0,3,0,0.013381344333934786,0.016866098224011195
concentrated,2019-07-19,2019-07-19,2019-06-28,2019-07-31,2019-07-31,False,-0.019267127132144624,0.018360692036092585,1.0455533294482657,0.0,1.0,3,0,0.0016517835940401682,0.00362507379964927
concentrated,2019-07-26,2019-07-26,2019-06-28,2019-07-31,2019-07-31,False,0.011465089709168819,0.03003628872657771,1.0575406921661101,0.0,1.0,3,0,0.017965693299557994,0.026113687759804938
concentrated,2019-07-31,2019-07-31,2019-06-28,2019-07-31,2019-07-31,False,-0.018080151755043183,0.011413076313199655,1.0384201959646135,0.0,1.0,3,0,0.0025277904893130643,0.004098501595840132
concentrated,2019-08-02,2019-08-02,2019-07-31,2019-08-30,2019-08-30,False,-0.01790977662290727,-0.01790977662290727,1.0198223222141718,0.0,1.0,3,0,-0.01673413749693975,-0.021313139856862007
concentrated,2019-08-09,2019-08-09,2019-07-31,2019-08-30,2019-08-30,False,0.009856531739838248,-0.008229773164806109,1.0298742333020714,0.0,1.0,3,0,-0.02009422420327922,-0.025805763384519786
concentrated,2019-08-16,2019-08-16,2019-07-31,2019-08-30,2019-08-30,False,0.008662267774462551,0.00036120611077983256,1.0387952796849533,0.0,1.0,3,0,-0.029402120910281382,-0.03108177832873238
concentrated,2019-08-23,2019-08-23,2019-07-31,2019-08-30,2019-08-30,False,-0.020421797146768395,-0.020067967513911045,1.0175812132062068,0.0,1.0,3,0,-0.04284303415057944,-0.048895212094928975
concentrated,2019-08-30,2019-08-30,2019-07-31,2019-08-30,2019-08-30,False,0.014982490361771905,-0.005386145281996768,1.0328271139253888,0.0,1.0,3,0,-0.017305197039323872,-0.020686393500911726
concentrated,2019-09-06,2019-09-06,2019-08-30,2019-09-30,2019-09-30,False,0.005394439740972867,0.005394439740972867,1.0383986375543022,0.0,1.0,3,0,0.02574242801364024,0.028836971024589264
concentrated,2019-09-13,2019-09-13,2019-08-30,2019-09-30,2019-09-30,False,0.020915557893163905,0.026422825350840284,1.0601173243742517,0.0,1.0,3,0,0.03620452167090282,0.033938542462287336
concentrated,2019-09-20,2019-09-20,2019-08-30,2019-09-30,2019-09-30,False,0.0037478811837683423,0.030269736144562964,1.0640905181468607,0.0,1.0,3,0,0.03127432442809952,0.024594754518531436
concentrated,2019-09-27,2019-09-27,2019-08-30,2019-09-30,2019-09-30,False,-0.010107089746303477,0.019856707458449474,1.0533356597817598,0.0,1.0,3,0,0.02131716613432455,0.006375576162562124
concentrated,2019-09-30,2019-09-30,2019-08-30,2019-09-30,2019-09-30,False,0.0005030486542070278,0.020369745002620565,1.0538655388678413,0.0,1.0,3,0,0.026053835760791122,0.015953221350010427
concentrated,2019-10-04,2019-10-04,2019-09-30,2019-10-31,2019-10-31,False,0.006943426317888246,0.006943426317888246,1.0611829765859317,2.220446049250313e-16,0.9999999999999998,3,0,-0.01138566111376682,-0.0036409166750598354
concentrated,2019-10-11,2019-10-11,2019-09-30,2019-10-31,2019-10-31,False,-0.009868438257820245,-0.002993532713847835,1.0507107579012436,2.220446049250313e-16,0.9999999999999998,3,0,-0.00490352579118547,0.008496386017276203
concentrated,2019-10-18,2019-10-18,2019-09-30,2019-10-31,2019-10-31,False,0.01163946379092895,0.00861108796145138,1.0629404677225747,2.220446049250313e-16,0.9999999999999998,3,0,0.0007727382774584957,0.011556941313255908
concentrated,2019-10-25,2019-10-25,2019-09-30,2019-10-31,2019-10-31,False,0.007898684504804798,0.01657778873330673,1.071336299124505,2.220446049250313e-16,0.9999999999999998,3,0,0.012964274192971414,0.03240130653336015
concentrated,2019-10-31,2019-10-31,2019-09-30,2019-10-31,2019-10-31,False,-0.004424792512734088,0.012079642945107771,1.0665958582895188,2.220446049250313e-16,0.9999999999999998,3,0,0.018774549579228195,0.04000031926135006
concentrated,2019-11-01,2019-11-01,2019-10-31,2019-11-29,2019-11-29,False,0.005921777519702909,0.005921777519702909,1.0729120016657459,1.1102230246251565e-16,0.9999999999999999,3,0,0.0040010532827563505,0.004749166251655446
concentrated,2019-11-08,2019-11-08,2019-10-31,2019-11-29,2019-11-29,False,-0.04144822681254201,-0.03577189647060919,1.0284417016708056,1.1102230246251565e-16,0.9999999999999999,3,0,0.01318417462513155,0.016672563784956962
concentrated,2019-11-15,2019-11-15,2019-10-31,2019-11-29,2019-11-29,False,0.006844955803622099,-0.029171797717340242,1.0354813396653442,1.1102230246251565e-16,0.9999999999999999,3,0,0.022530728035596193,0.025160622141509492
concentrated,2019-11-22,2019-11-22,2019-10-31,2019-11-29,2019-11-29,False,-0.018580125543985138,-0.04720990759739341,1.0162419663759081,1.1102230246251565e-16,0.9999999999999999,3,0,0.01980851106308079,0.01970393875672949
concentrated,2019-11-29,2019-11-29,2019-10-31,2019-11-29,2019-11-29,False,0.014078696803895507,-0.033795864768701556,1.030549328899909,1.1102230246251565e-16,0.9999999999999999,3,0,0.030794777862407585,0.03622518488062365
concentrated,2019-12-06,2019-12-06,2019-11-29,2019-12-31,2019-12-31,False,-0.004583159376842172,-0.004583159376842172,1.025826157079863,1.1102230246251565e-16,0.9999999999999999,3,0,0.0008899845191341349,-0.000536639359187574
concentrated,2019-12-13,2019-12-13,2019-11-29,2019-12-31,2019-12-31,False,-0.006509879232842408,-0.01106320279563644,1.0191481526833823,1.1102230246251565e-16,0.9999999999999999,3,0,0.008677917518330025,0.010140519503057499
concentrated,2019-12-20,2019-12-20,2019-11-29,2019-12-31,2019-12-31,False,0.017022633397979936,0.005771105756945838,1.03649673806474,1.1102230246251565e-16,0.9999999999999999,3,0,0.024529531473149957,0.03217754969745612
concentrated,2019-12-27,2019-12-27,2019-11-29,2019-12-31,2019-12-31,False,0.004005507817067322,0.009799729783235733,1.0406484338514232,1.1102230246251565e-16,0.9999999999999999,3,0,0.03133383897670727,0.043698564380863836
concentrated,2019-12-31,2019-12-31,2019-11-29,2019-12-31,2019-12-31,False,-0.003093882073660348,0.006675528501272288,1.0374287903169477,1.1102230246251565e-16,0.9999999999999999,3,0,0.02813921623043414,0.038812818654285985
concentrated,2020-01-03,2020-01-03,2019-12-31,2020-01-31,2020-01-31,False,0.0040903255771538305,0.0040903255771538305,1.0416722118324568,0.0,1.0,3,0,-0.003492837894330303,-0.0010262622703075541
concentrated,2020-01-10,2020-01-10,2019-12-31,2020-01-31,2020-01-31,False,0.024732852900867908,0.028924343898838245,1.0674357374186307,0.0,1.0,3,0,0.006706875331879303,0.0187964398727809
concentrated,2020-01-17,2020-01-17,2019-12-31,2020-01-31,2020-01-31,False,0.02025834491855516,0.04976864815263893,1.0890602187656497,0.0,1.0,3,0,0.025993448160017918,0.04188437651697807
concentrated,2020-01-24,2020-01-24,2019-12-31,2020-01-31,2020-01-31,False,0.010669934402002257,0.06096961076570606,1.1006804198597095,0.0,1.0,3,0,0.01616447971385071,0.03871278257557531
concentrated,2020-01-31,2020-01-31,2019-12-31,2020-01-31,2020-01-31,False,-0.020136244736446263,0.0396056670253957,1.0785168495488,0.0,1.0,3,0,-0.005594791526167153,0.02178178658107721
concentrated,2020-02-07,2020-02-07,2020-01-31,2020-02-28,2020-02-28,False,0.030354966048163234,0.030354966048163234,1.1112551918992257,0.0,1.0,3,0,0.02737015554295863,0.0411555357265061
concentrated,2020-02-14,2020-02-14,2020-01-31,2020-02-28,2020-02-28,False,0.038786944139001855,0.0703192865596165,1.1543573849515967,0.0,1.0,3,0,0.04407009179423649,0.06586721425714903
concentrated,2020-02-21,2020-02-21,2020-01-31,2020-02-28,2020-02-28,False,-0.06322546782617477,0.002647848943507114,1.0813725992494323,0.0,1.0,3,0,0.03132888233007569,0.04601619515022426
concentrated,2020-02-28,2020-02-28,2020-01-31,2020-02-28,2020-02-28,False,-0.08284024448030403,-0.08041174399062401,0.9917914287533075,0.0,1.0,3,0,-0.08377885493725634,-0.06514043510776468
concentrated,2020-03-06,2020-03-06,2020-02-28,2020-03-31,2020-03-31,False,0.022714512146082777,0.022714512146082777,1.0143194872081054,0.0,1.0,3,0,-0.0025148217853585564,-0.004117098646566064
concentrated,2020-03-13,2020-03-13,2020-02-28,2020-03-31,2020-03-31,False,-0.09404311466949955,-0.07346474599383257,0.9189297233610856,0.0,1.0,3,0,-0.09687790167356802,-0.0791841868413592
concentrated,2020-03-20,2020-03-20,2020-02-28,2020-03-31,2020-03-31,False,-0.23724603541452816,-0.29328156167858865,0.7009172896690989,0.0,1.0,3,0,-0.22824383507933488,-0.18278436831940292
concentrated,2020-03-27,2020-03-27,2020-02-28,2020-03-31,2020-03-31,False,0.20293234298121554,-0.1498655331619989,0.8431560774976925,0.0,1.0,3,0,-0.14519896088493323,-0.11099732415101848
concentrated,2020-03-31,2020-03-31,2020-02-28,2020-03-31,2020-03-31,False,0.01234245028291392,-0.1393727907712594,0.8535626894649445,0.0,1.0,3,0,-0.13059360716333457,-0.08652934181924388
concentrated,2020-04-03,2020-04-03,2020-03-31,2020-04-30,2020-04-30,False,-0.023767560375100416,-0.023767560375100416,0.8332755867091534,2.220446049250313e-16,0.9999999999999998,3,0,0.0008468642591266118,-0.007576806555396276
concentrated,2020-04-09,2020-04-10,2020-03-31,2020-04-30,2020-04-30,False,0.05374146539232627,0.028696601493867435,0.8780570378145537,2.220446049250313e-16,0.9999999999999998,3,0,0.12186463309301532,0.0870815358619319
concentrated,2020-04-17,2020-04-17,2020-03-31,2020-04-30,2020-04-30,False,0.07265003347686205,0.1034314440299311,0.9418479110063753,2.220446049250313e-16,0.9999999999999998,3,0,0.15589954181432852,0.165178340983005
