date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd
2019-07-01,CHDN,176.0,56.81071853637695,9998.686462402344,0.10021199464396793,56.81071853637695,0.0
2019-07-01,KBR,434.0,23.020479202270508,9990.8879737854,0.10013383416734425,23.020479202270508,0.0
2019-07-01,RGEN,116.0,86.05000305175781,9981.800354003906,0.10004275335304989,86.05000305175781,0.0
2019-07-01,HEI,227.0,131.76043701171875,29909.619201660156,0.29976963579271376,131.76043701171875,0.0
2019-07-01,SHOP,984.0,30.468000411987305,29980.512405395508,0.30048016405857497,30.468000411987305,0.0
2019-07-02,CHDN,176.0,57.16206359863281,10060.523193359375,0.0993846961319711,56.81071853637695,61.83673095703125
2019-07-02,KBR,434.0,22.90115737915039,9939.10230255127,0.09818521792342205,23.020479202270508,-51.78567123413086
2019-07-02,RGEN,116.0,85.62999725341797,9933.079681396484,0.09812572237215875,86.05000305175781,-48.720672607421875
2019-07-02,HEI,227.0,135.17481994628906,30684.684127807617,0.30312419635994786,131.76043701171875,775.0649261474609
2019-07-02,SHOP,984.0,31.195999145507812,30696.863159179688,0.3032445091219018,30.468000411987305,716.3507537841797
2019-07-03,CHDN,176.0,57.59636688232422,10136.960571289062,0.0997647051933367,56.81071853637695,138.27410888671875
2019-07-03,KBR,434.0,22.9378719329834,9955.036418914795,0.09797426620508891,23.020479202270508,-35.85155487060547
2019-07-03,RGEN,116.0,86.69999694824219,10057.199645996094,0.0989797238232465,86.05000305175781,75.3992919921875
2019-07-03,HEI,227.0,135.30386352539062,30713.977020263672,0.3022770820891009,131.76043701171875,804.3578186035156
2019-07-03,SHOP,984.0,31.33300018310547,30831.67218017578,0.30343539999403296,30.468000411987305,851.1597747802734
2019-07-05,CHDN,176.0,57.76715850830078,10167.019897460938,0.10035038468840884,56.81071853637695,168.33343505859375
2019-07-05,KBR,434.0,22.91033363342285,9943.084796905518,0.09814010343464775,23.020479202270508,-47.80317687988281
2019-07-05,RGEN,116.0,84.45999908447266,9797.359893798828,0.0967017714324561,86.05000305175781,-184.44046020507812
2019-07-05,HEI,227.0,134.90684509277344,30623.85383605957,0.3022631551904062,131.76043701171875,714.2346343994141
2019-07-05,SHOP,984.0,31.371999740600586,30870.047744750977,0.30469313503644696,30.468000411987305,889.5353393554688
2019-07-08,CHDN,176.0,57.6842041015625,10152.419921875,0.09965473507232038,56.81071853637695,153.73345947265625
2019-07-08,KBR,434.0,22.91033363342285,9943.084796905518,0.09759993074185569,23.020479202270508,-47.80317687988281
2019-07-08,RGEN,116.0,84.73999786376953,9829.839752197266,0.09648833320988819,86.05000305175781,-151.96060180664062
2019-07-08,HEI,227.0,134.14254760742188,30450.358306884766,0.2988964614625003,131.76043701171875,540.7391052246094
2019-07-08,SHOP,984.0,32.099998474121094,31586.398498535156,0.3100476732131584,30.468000411987305,1605.8860931396484
2019-07-09,CHDN,176.0,57.05958938598633,10042.487731933594,0.09803167295477962,56.81071853637695,43.80126953125
2019-07-09,KBR,434.0,23.002124786376953,9982.922157287598,0.09745021215652624,23.020479202270508,-7.965816497802734
2019-07-09,RGEN,116.0,85.55999755859375,9924.959716796875,0.09688440066025933,86.05000305175781,-56.84063720703125
2019-07-09,HEI,227.0,136.0978546142578,30894.212997436523,0.30157979433019094,131.76043701171875,984.5937957763672
2019-07-09,SHOP,984.0,32.198001861572266,31682.83383178711,0.3092780680828736,30.468000411987305,1702.3214263916016
2019-07-10,CHDN,176.0,57.08399200439453,10046.782592773438,0.09846953492863593,56.81071853637695,48.09613037109375
2019-07-10,KBR,434.0,23.12144660949707,10034.707828521729,0.09835118893983211,23.020479202270508,43.819854736328125
2019-07-10,RGEN,116.0,85.55999755859375,9924.959716796875,0.09727553656843357,86.05000305175781,-56.84063720703125
2019-07-10,HEI,227.0,135.3236846923828,30718.4764251709,0.3010749022755386,131.76043701171875,808.8572235107422
2019-07-10,SHOP,984.0,31.900999069213867,31390.583084106445,0.3076622877909201,30.468000411987305,1410.0706787109375
2019-07-11,CHDN,176.0,55.98603057861328,9853.541381835938,0.0972963598955815,56.81071853637695,-145.14508056640625
2019-07-11,KBR,434.0,22.992944717407227,9978.938007354736,0.09853455789296944,23.020479202270508,-11.949966430664062
2019-07-11,RGEN,116.0,85.0,9860.0,0.09736013392493476,86.05000305175781,-121.80035400390625
2019-07-11,HEI,227.0,135.11526489257812,30671.165130615234,0.30285484226678383,131.76043701171875,761.5459289550781
2019-07-11,SHOP,984.0,31.5,30996.0,0.30606234392873,30.468000411987305,1015.4875946044922
2019-07-12,CHDN,176.0,57.40605926513672,10103.466430664062,0.09992164159087186,56.81071853637695,104.77996826171875
2019-07-12,KBR,434.0,23.24077606201172,10086.496810913086,0.09975381480841784,23.020479202270508,95.60883712768555
2019-07-12,RGEN,116.0,85.0,9860.0,0.09751379814514227,86.05000305175781,-121.80035400390625
2019-07-12,HEI,227.0,134.9961395263672,30644.12367248535,0.30306540467885523,131.76043701171875,734.5044708251953
2019-07-12,SHOP,984.0,31.00200080871582,30505.968795776367,0.30169907539283425,30.468000411987305,525.4563903808594
2019-07-15,CHDN,176.0,57.191349029541016,10065.677429199219,0.0982505830206906,56.81071853637695,66.990966796875
2019-07-15,KBR,434.0,23.12144660949707,10034.707828521729,0.09794829026951872,23.020479202270508,43.819854736328125
2019-07-15,RGEN,116.0,85.94999694824219,9970.199645996094,0.09731862906814115,86.05000305175781,-11.6007080078125
2019-07-15,HEI,227.0,134.71824645996094,30581.041946411133,0.2985000484814982,131.76043701171875,671.4227447509766
