ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.6508360927152317,2.6856933224058164,,0.5831356669011435,0.6803976261508538,0.6299736379542062,,0.8926614795404335,True,early_relaxed,0.325,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5715212052843732,1.0,1.0,,296382456.2846565,0.6023407402945247,0.0,5000734000.0,6,2024-02-29,2026-02-27,7,2024-04-30,2026-02-27
VRT,VERTIV HOLDINGS CLASS A,Industrials,Capital Goods - Machinery,current_constituents_proxy+strategic_global_hardware,True,False,0.0688566291109989,0.0,selected_main,0.629817880794702,3.5210367080723834,,0.4723222056377325,0.4779927530438262,0.3973404648299868,,0.2124066952147711,True,future_relaxed,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.1010095645186889,1.0,1.0,,3012276945.3608704,0.2768541401432887,0.0,10229900000.0,12,2024-02-29,2026-02-27,0,,
GEV,GE VERNOVA INC,Industrials,Capital Goods - Machinery,current_constituents_proxy,True,False,0.12,0.0,selected_main,0.6210927152317882,4.156073244675796,,0.4682428580133115,0.2890945184997124,0.2639516849064231,,0.2770522111497014,False,rejected,0.2416666666666667,0.0,,neutral,0.0,,1.0,1.0,0.1745005060988774,1.0,1.0,,2282230685.8380127,,,34935000000.0,2,2025-07-31,2025-08-29,0,,
LRCX,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,True,False,0.0522599584491848,0.0,selected_main_stale_review,0.6162913907284768,4.471450392973223,,0.3881935777557594,0.4792935395193968,0.3316966126376591,,0.2293047894561909,True,core_strict,0.346875,0.6781906302710505,broad_relative_breakdown,rotate_out_stale_core,0.0,,1.0,0.0,-0.2312673761807337,0.0,1.0,,2423913649.033966,0.2368408976459919,,18435591000.0,43,2019-08-30,2026-02-27,40,2019-08-30,2026-02-27
FTI,TECHNIPFMC PLC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,True,False,0.0679685158678421,0.0,selected_main,0.5994701986754968,1.0828425066274938,,0.5802125991697599,0.6803976261508538,0.6299736379542062,,1.3389922193106505,True,future_relaxed,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.4213447245096071,1.0,1.0,,300120034.188385,0.0935012605550846,0.1936415727054996,9932600000.0,1,2026-02-27,2026-02-27,0,,
GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,current_constituents_proxy,True,False,0.12,0.0,selected_main_stale_review,0.5773344370860928,5.676288892460136,,0.3102483498253545,0.3880109981355019,0.3056505011353249,,0.0149834123890221,True,core_strict,0.1875,0.6869361132249676,broad_relative_breakdown,rotate_out_stale_core,0.8343854525000054,,1.0,0.0,0.0130211548808942,0.0,1.0,,8901625600.38086,0.1386624332290156,0.3843695538221552,350018000000.0,34,2020-08-31,2025-11-28,14,2021-03-31,2025-12-31
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Software - Infrastructure,current_constituents_proxy,True,False,0.0359402379196138,0.0,selected_main,0.5651158940397352,1.6963546525475497,,0.5120571063010438,0.6212585009847379,0.6299736379542062,,-0.3927205034980621,True,early_relaxed,0.1083333333333333,0.0,,neutral,0.0,,1.0,1.0,0.3974297567930246,1.0,1.0,,509139016.1545181,0.0,0.0,4208175000.0,1,2025-11-28,2025-11-28,0,,
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Communication Equipment,current_constituents_proxy+strategic_global_hardware,True,False,0.0359402379196138,0.0,selected_main,0.4708774834437086,1.0850328032633785,,0.4524921476828195,0.1235994270657845,0.0616576879548255,,-0.3733333333333334,True,early_relaxed,0.2581770833333334,0.0,,neutral,0.8934215481688985,,1.0,0.0,-0.1306929139190362,1.0,1.0,,496046293.2887936,0.1383808543831115,,34296000000.0,0,,,0,,
PWR,QUANTA SERVICES INC,Industrials,Construction & Engineering,current_constituents_proxy,True,False,0.0679661281526174,0.0,selected_main,0.41306291390728483,0.7629126469673896,,0.4184350782201834,-0.0016267083910863,-0.004594790040915,,-0.2925311696487955,False,rejected,0.1333333333333333,0.0,,neutral,0.2337068307161549,,1.0,1.0,0.35855129160529,1.0,1.0,,686894391.0913086,0.0,0.0,28479697000.0,2,2021-04-30,2023-02-28,0,,
MLI,MUELLER INDUSTRIES INC,Industrials,Other,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.41210264900662247,0.7618117548634608,,0.2672457220795767,0.1174229066808199,0.106221597723009,,-0.0221493942326218,True,future_relaxed,0.1739583333333333,0.0,,neutral,0.9403172728783404,,1.0,0.0,0.2133884851336456,0.0,1.0,,82558193.18294525,0.0,-0.0426296903941171,4178547000.0,8,2023-02-28,2026-01-30,2,2023-02-28,2023-03-31
