snapshot_date,base_rebalance_date,portfolio_kind,governor_mode,crisis_score,raw_crisis_score,crisis_zone,event_reason,stock_weight,cash_weight,row_count,cash_hard_gate_enabled,cash_hard_gate_allowed,cash_hard_gate_reason,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,shakeout_guard_score
2019-05-31,2019-05-31,concentrated,conservative,0.03999999999999999,0.03999999999999999,normal,base_rebalance,0.9921347067913411,0.007865293208659002,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-06-28,2019-06-28,concentrated,conservative,0.02122560702037005,0.02122560702037005,normal,base_rebalance,0.9940894970047025,0.005910502995297601,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-07-31,2019-07-31,concentrated,conservative,0.021926371900441895,0.021926371900441895,normal,base_rebalance,0.9881728190942156,0.011827180905784404,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-05,2019-07-31,concentrated,conservative,0.30846073549073405,0.30846073549073405,caution,crisis_governor_caution,0.95,0.049999999999999996,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-08,2019-07-31,concentrated,conservative,0.10914621883293348,0.10914621883293348,normal,crisis_governor_reentry,0.9881728190942156,0.011827180905784404,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-12,2019-07-31,concentrated,conservative,0.20643714915545214,0.20643714915545214,caution,crisis_governor_caution,0.95,0.049999999999999996,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-13,2019-07-31,concentrated,conservative,0.09096462191763058,0.09096462191763058,normal,crisis_governor_reentry,0.9881728190942156,0.011827180905784404,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-14,2019-07-31,concentrated,conservative,0.23688808842573805,0.23688808842573805,caution,crisis_governor_caution,0.95,0.049999999999999996,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-16,2019-07-31,concentrated,conservative,0.14649835575584502,0.14649835575584502,normal,crisis_governor_reentry,0.9881728190942156,0.011827180905784404,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-30,2019-08-30,concentrated,conservative,0.07154777115400482,0.07154777115400482,normal,base_rebalance,0.9472353694345427,0.05276463056545741,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-09-30,2019-09-30,concentrated,conservative,0.021682966882476746,0.021682966882476746,normal,base_rebalance,0.8500000000000001,0.15000000000000002,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-10-31,2019-10-31,concentrated,conservative,0.02143474514828321,0.02143474514828321,normal,base_rebalance,0.7000000000000001,0.30000000000000004,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-11-29,2019-11-29,concentrated,conservative,0.005988818798578238,0.005988818798578238,normal,base_rebalance,0.9609923165866533,0.039007683413346705,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-12-31,2019-12-31,concentrated,conservative,0.009655718864626194,0.009655718864626194,normal,base_rebalance,0.8742571046551038,0.12574289534489633,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-01-27,2019-12-31,concentrated,conservative,0.2555448215467677,0.2555448215467677,caution,crisis_governor_caution,0.8999999999999999,0.1,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-01-28,2019-12-31,concentrated,conservative,0.18636122450483913,0.18636122450483913,normal,crisis_governor_reentry,0.8742571046551038,0.12574289534489633,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-01-31,2020-01-31,concentrated,conservative,0.25136087683120834,0.25136087683120834,caution,crisis_governor_caution,0.95,0.05,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-02-03,2020-01-31,concentrated,conservative,0.19996130833271947,0.19996130833271947,normal,crisis_governor_reentry,0.984180503672958,0.015819496327042205,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-02-24,2020-01-31,concentrated,conservative,0.2720128847441118,0.2720128847441118,caution,crisis_governor_caution,0.95,0.05,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-02-27,2020-01-31,concentrated,conservative,0.5818410301097502,0.5818410301097502,crisis,crisis_governor_crisis,0.75,0.25,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-02-28,2020-02-28,concentrated,conservative,0.6113451752054203,0.6113451752054203,crisis,crisis_governor_crisis,0.5302935602423422,0.4697064397576577,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-02,2020-02-28,concentrated,conservative,0.32392580692814227,0.32392580692814227,caution,crisis_governor_caution,0.8999999999999999,0.09999999999999999,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-03,2020-02-28,concentrated,conservative,0.5951062718491212,0.5951062718491212,crisis,crisis_governor_crisis,0.5302935602423422,0.4697064397576577,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-04,2020-02-28,concentrated,conservative,0.279851214798608,0.279851214798608,caution,crisis_governor_caution,0.8999999999999999,0.09999999999999999,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-05,2020-02-28,concentrated,conservative,0.605144208746778,0.605144208746778,crisis,crisis_governor_crisis,0.5302935602423422,0.4697064397576577,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-31,2020-03-31,concentrated,conservative,0.5612333851605316,0.5612333851605316,crisis,crisis_governor_crisis,0.5,0.5,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-04-03,2020-03-31,concentrated,conservative,0.5135926232345169,0.5135926232345169,defense,crisis_governor_defense,0.75,0.25,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-04-08,2020-03-31,concentrated,conservative,0.29225408625043675,0.29225408625043675,caution,crisis_governor_caution,0.9,0.1,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-04-30,2020-04-30,concentrated,conservative,0.2514808951252769,0.2514808951252769,caution,crisis_governor_caution,0.9,0.1,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-05-26,2020-04-30,concentrated,conservative,0.009411764705882363,0.009411764705882363,normal,crisis_governor_reentry,0.6806832540152976,0.3193167459847025,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-05-29,2020-05-29,concentrated,conservative,0.007058823529411772,0.007058823529411772,normal,base_rebalance,0.9936273117828125,0.006372688217187601,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-06-30,2020-06-30,concentrated,conservative,0.0550172343139576,0.0550172343139576,normal,base_rebalance,0.9949117920856798,0.0050882079143202,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-07-31,2020-07-31,concentrated,conservative,0.010431766570710505,0.010431766570710505,normal,base_rebalance,0.994074212426769,0.005925787573231001,6,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
