rebalance_date,next_rebalance_date,gross_return,cost,net_return,turnover,missing_tickers,cash_weight,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_n,weighting_mode,portfolio_mode,equity,equity_value_usd,bench_return,benchmark_equity,benchmark_value_usd,target_stock_names
2021-07-30,2021-08-31,-0.10768040560475156,0.005,-0.11268040560475157,1.0,0,0.0,rebalance,1,2021-08-31,1,winner_take_all,concentrated_alpha,1.7833920822206832,178339.20822206832,0.031211535480812236,1.5473692851255079,154736.92851255077,1
2021-08-31,2021-09-30,0.03699942051602756,0.005,0.03199942051602756,1.0,0,0.0,rebalance,1,2021-09-30,1,winner_take_all,concentrated_alpha,1.840459595404617,184045.9595404617,-0.03692455278299067,1.4902333662821126,149023.33662821125,1
2021-09-30,2021-10-29,-0.04046664347186313,0.005,-0.045466643471863126,1.0,0,0.0,rebalance,1,2021-10-29,1,winner_take_all,concentrated_alpha,1.7567800751559859,175678.00751559858,0.058900078952683455,1.5780082292140523,157800.82292140523,1
2021-10-29,2021-11-30,-0.038295734800200765,0.005,-0.04329573480020076,1.0,0,0.0,rebalance,1,2021-11-30,1,winner_take_all,concentrated_alpha,1.6807189909197555,168071.89909197556,-0.0218112695533057,1.54358986636933,154358.986636933,1
2021-11-30,2021-12-31,0.01625085626073952,0.005,0.01125085626073952,1.0,0,0.0,rebalance,1,2021-12-31,1,winner_take_all,concentrated_alpha,1.699628518701289,169962.85187012888,0.06282239909240794,1.6405618849893806,164056.18849893805,1
2021-12-31,2022-01-31,0.0431222950534873,0.005,0.038122295053487305,1.0,0,0.0,rebalance,1,2022-01-31,1,winner_take_all,concentrated_alpha,1.7644222585725413,176442.22585725412,-0.05212485614690532,1.5550478327342132,155504.78327342132,1
2022-01-31,2022-02-28,-0.054135750914780845,0.005,-0.05913575091478084,1.0,0,0.0,rebalance,1,2022-02-28,1,winner_take_all,concentrated_alpha,1.6600818233811006,166008.18233811005,-0.052848979663656315,1.4728651414460299,147286.514144603,1
2022-02-28,2022-03-31,0.07730245217748943,0.005,0.07230245217748943,1.0,0,0.0,rebalance,1,2022-03-31,1,winner_take_all,concentrated_alpha,1.7801098100268318,178010.98100268317,0.05563992884777025,1.554815253118448,155481.5253118448,1
2022-03-31,2022-04-29,-0.19676815604060016,0.005,-0.20176815604060017,1.0,0,0.0,rebalance,1,2022-04-29,1,winner_take_all,concentrated_alpha,1.420940336107935,142094.0336107935,-0.08589793790393885,1.4212598290539826,142125.98290539827,1
2022-04-29,2022-05-31,0.06575965764359593,0.005,0.06075965764359593,1.0,0,0.0,rebalance,1,2022-05-31,1,winner_take_all,concentrated_alpha,1.5072761844618292,150727.61844618293,-0.013031299183227651,1.4027389670044772,140273.89670044772,1
2022-05-31,2022-06-30,-0.17294566058766125,0.005,-0.17794566058766126,1.0,0,0.0,rebalance,1,2022-06-30,1,winner_take_all,concentrated_alpha,1.2390629281297194,123906.29281297194,-0.06727250117647621,1.3083732081963795,130837.32081963794,1
2022-06-30,2022-07-29,-0.07567434711873611,0.005,-0.08067434711873611,1.0,0,0.0,rebalance,1,2022-07-29,1,winner_take_all,concentrated_alpha,1.1391023353638248,113910.23353638248,0.07667312362593548,1.4086902689372822,140869.0268937282,1
2022-07-29,2022-08-31,-0.0027948899362666424,0.005,-0.0077948899362666425,1.0,0,0.0,rebalance,1,2022-08-31,1,winner_take_all,concentrated_alpha,1.1302231580335194,113022.31580335194,-0.03685206002967012,1.3567771305831933,135677.71305831932,1
2022-08-31,2022-09-30,0.01069219920473996,0.005,0.0056921992047399604,1.0,0,0.0,rebalance,1,2022-09-30,1,winner_take_all,concentrated_alpha,1.1366566133948566,113665.66133948565,-0.07270756393612066,1.2581291706142494,125812.91706142495,1
2022-09-30,2022-10-31,0.1834335085733778,0.005,0.1784335085733778,1.0,0,0.0,rebalance,1,2022-10-31,1,winner_take_all,concentrated_alpha,1.339474240966034,133947.4240966034,0.048300497766710304,1.318897435809736,131889.74358097362,1
2022-10-31,2022-11-30,0.0364336785581898,0.0,0.0364336785581898,0.0,0,0.0,rebalance,1,2022-11-30,1,winner_take_all,concentrated_alpha,1.3882762148983658,138827.62148983657,0.057174347138300385,1.3943045356445363,139430.45356445364,1
2022-11-30,2022-12-30,-0.04919856276745427,0.005,-0.054198562767454266,1.0,0,0.0,rebalance,1,2022-12-30,1,winner_take_all,concentrated_alpha,1.3130336393266329,131303.36393266328,-0.06192215514513433,1.3079661938687908,130796.61938687907,1
2022-12-30,2023-01-31,0.09599578739074865,0.005,0.09099578739074865,1.0,0,0.0,rebalance,1,2023-01-31,1,winner_take_all,concentrated_alpha,1.4325141692077,143251.41692077,0.07715983201451837,1.4088886456683756,140888.86456683755,1
2023-01-31,2023-02-28,0.017872796194154272,0.005,0.012872796194154271,1.0,0,0.0,rebalance,1,2023-02-28,1,winner_take_all,concentrated_alpha,1.450954632153149,145095.4632153149,-0.040740821662406224,1.3514893646130113,135148.93646130114,1
2023-02-28,2023-03-31,0.045371536378191246,0.005,0.04037153637819125,1.0,0,0.0,rebalance,1,2023-03-31,1,winner_take_all,concentrated_alpha,1.5095318998682252,150953.18998682252,0.04381243056240969,1.410701398555954,141070.1398555954,1
2023-03-31,2023-04-28,-0.0195616127682392,0.005,-0.0245616127682392,1.0,0,0.0,rebalance,1,2023-04-28,1,winner_take_all,concentrated_alpha,1.4724553618823575,147245.53618823574,0.010512763940443648,1.4255317693494265,142553.17693494266,1
2023-04-28,2023-05-31,-0.06611157943527934,0.005,-0.07111157943527935,1.0,0,0.0,rebalance,1,2023-05-31,1,winner_take_all,concentrated_alpha,1.3677467354509572,136774.67354509572,0.012752317130812818,1.443710602552219,144371.0602552219,1
2023-05-31,2023-06-30,0.09071430858569363,0.005,0.08571430858569362,1.0,0,0.0,rebalance,1,2023-06-30,1,winner_take_all,concentrated_alpha,1.4849822012004756,148498.22012004757,0.055571875992058706,1.5239403091256714,152394.03091256713,1
2023-06-30,2023-07-31,0.031006548206660378,0.005,0.026006548206660377,1.0,0,0.0,rebalance,1,2023-07-31,1,winner_take_all,concentrated_alpha,1.5236014624020287,152360.14624020286,0.027188318494295816,1.5653736836164758,156537.3683616476,1
2023-07-31,2023-08-31,-0.07815841024753778,0.005,-0.08315841024753778,1.0,0,0.0,rebalance,1,2023-08-31,1,winner_take_all,concentrated_alpha,1.3969011869378523,139690.11869378522,-0.013319553480323099,1.5445236051208557,154452.36051208558,1
2023-08-31,2023-09-29,-0.04890773606692689,0.005,-0.053907736066926885,1.0,0,0.0,rebalance,1,2023-09-29,1,winner_take_all,concentrated_alpha,1.3215974064408296,132159.74064408295,-0.05035243158974001,1.4667530859552693,146675.30859552693,1
2023-09-29,2023-10-31,-0.03653739997237282,0.0,-0.03653739997237282,0.0,0,0.0,rebalance,1,2023-10-31,1,winner_take_all,concentrated_alpha,1.2733096733992504,127330.96733992503,-0.011782976828133784,1.4494703683308647,144947.0368330865,1
2023-10-31,2023-11-30,-0.03986884416611858,0.005,-0.044868844166118575,1.0,0,0.0,rebalance,1,2023-11-30,1,winner_take_all,concentrated_alpha,1.216177740088288,121617.77400882881,0.08418635820909626,1.5714959999726377,157149.59999726378,1
2023-11-30,2023-12-29,0.08252696433069495,0.005,0.07752696433069495,1.0,0,0.0,rebalance,1,2023-12-29,1,winner_take_all,concentrated_alpha,1.310464308363898,131046.4308363898,0.03225504556406067,1.6221846750554942,162218.46750554943,1
2023-12-29,2024-01-31,0.07457636709060855,0.005,0.06957636709060855,1.0,0,0.0,rebalance,1,2024-01-31,1,winner_take_all,concentrated_alpha,1.4016416541417651,140164.1654141765,0.034443570610795504,1.6780585074545185,167805.85074545184,1
2024-01-31,2024-02-29,0.04375825433825997,0.0,0.04375825433825997,0.0,0,0.0,rebalance,1,2024-02-29,1,winner_take_all,concentrated_alpha,1.4629750461348,146297.50461347998,0.04706095768814511,1.7570295478720674,175702.95478720675,1
2024-02-29,2024-03-28,0.012107630778350087,0.0,0.012107630778350087,0.0,0,0.0,rebalance,1,2024-03-28,1,winner_take_all,concentrated_alpha,1.4806882078313397,148068.82078313397,0.020768607847259535,1.79352060552787,179352.060552787,1
2024-03-28,2024-04-30,-0.07124077058565847,0.0,-0.07124077058565847,0.0,0,0.0,rebalance,1,2024-04-30,1,winner_take_all,concentrated_alpha,1.3752028389083375,137520.28389083376,-0.042980527368667976,1.7164341440557096,171643.41440557095,1
2024-04-30,2024-05-31,-0.0044783068890612565,0.005,-0.009478306889061257,1.0,0,0.0,rebalance,1,2024-05-31,1,winner_take_all,concentrated_alpha,1.362168244366456,136216.8244366456,0.05280777301086581,1.8070752087231032,180707.52087231033,1
2024-05-31,2024-06-28,-0.001395413474490237,0.0,-0.001395413474490237,0.0,0,0.0,rebalance,1,2024-06-28,1,winner_take_all,concentrated_alpha,1.3602674564437442,136026.74564437443,0.03628156111594816,1.8726387183495052,187263.87183495052,1
2024-06-28,2024-07-31,-0.011868826806394894,0.005,-0.016868826806394895,1.0,0,0.0,rebalance,1,2024-07-31,1,winner_take_all,concentrated_alpha,1.3373213403106194,133732.13403106196,-0.005188955797986838,1.862921678814391,186292.1678814391,1
2024-07-31,2024-08-30,0.03428544557211133,0.005,0.029285445572111327,1.0,0,0.0,rebalance,1,2024-08-30,1,winner_take_all,concentrated_alpha,1.3764853916347093,137648.53916347094,0.01510094222535563,1.8910535514565296,189105.35514565295,1
2024-08-30,2024-09-30,0.09334208028553914,0.005,0.08834208028553914,1.0,0,0.0,rebalance,1,2024-09-30,1,winner_take_all,concentrated_alpha,1.4980869746143743,149808.69746143743,0.032523471991868114,1.9525571786724487,195255.71786724488,1
2024-09-30,2024-10-31,0.03530167531254125,0.005,0.030301675312541246,1.0,0,0.0,rebalance,1,2024-10-31,1,winner_take_all,concentrated_alpha,1.5434815197090865,154348.15197090866,0.0035121523976351376,1.9594148570490428,195941.48570490428,1
2024-10-31,2024-11-29,0.06925527091306116,0.005,0.06425527091306116,1.0,0,0.0,rebalance,1,2024-11-29,1,winner_take_all,concentrated_alpha,1.6426583429072972,164265.83429072972,0.05557010194106948,2.0682997404001044,206829.97404001045,1
2024-11-29,2024-12-31,-0.035059290440050184,0.0,-0.035059290440050184,0.0,0,0.0,rebalance,1,2024-12-31,1,winner_take_all,concentrated_alpha,1.5850679069695386,158506.79069695386,-0.02953457413823035,2.007213388377175,200721.3388377175,1
2024-12-31,2025-01-31,0.012862734546945642,0.005,0.007862734546945641,1.0,0,0.0,rebalance,1,2025-01-31,1,winner_take_all,concentrated_alpha,1.597530875160923,159753.0875160923,0.021473788244114722,2.0503158636399386,205031.58636399385,1
2025-01-31,2025-02-28,-0.030059432226945404,0.0,-0.030059432226945404,0.0,0,0.0,rebalance,1,2025-02-28,1,winner_take_all,concentrated_alpha,1.5495100040885703,154951.00040885704,-0.02416353466553889,2.0007729851935707,200077.29851935708,1
2025-02-28,2025-03-31,-0.05288131616752434,0.005,-0.05788131616752434,1.0,0,0.0,rebalance,1,2025-03-31,1,winner_take_all,concentrated_alpha,1.4598223256371778,145982.2325637178,-0.037035960695554704,1.9266724355532139,192667.2435553214,1
2025-03-31,2025-04-30,0.007447446416312786,0.0,0.007447446416312786,0.0,0,0.0,rebalance,1,2025-04-30,1,winner_take_all,concentrated_alpha,1.4706942741846978,147069.42741846977,-0.005135743031774775,1.916777541017809,191677.75410178088,1
2025-04-30,2025-05-30,-0.03405688503867821,0.005,-0.039056885038678206,1.0,0,0.0,rebalance,1,2025-05-30,1,winner_take_all,concentrated_alpha,1.4132535369908237,141325.35369908236,0.059206229680200506,2.0302627123571595,203026.27123571595,1
2025-05-30,2025-06-30,0.18353882837414193,0.005,0.17853882837414192,1.0,0,0.0,rebalance,1,2025-06-30,1,winner_take_all,concentrated_alpha,1.6655741676807772,166557.4167680777,0.04414970501723414,2.119898212215218,211989.8212215218,1
2025-06-30,2025-07-31,-0.10465072968895561,0.005,-0.10965072968895562,1.0,0,0.0,rebalance,1,2025-07-31,1,winner_take_all,concentrated_alpha,1.482942744843505,148294.27448435052,0.006453684327711651,2.133579366083735,213357.9366083735,1
2025-07-31,2025-08-29,0.046922316826202515,0.005,0.04192231682620252,1.0,0,0.0,rebalance,1,2025-08-29,1,winner_take_all,concentrated_alpha,1.545111140427953,154511.1140427953,0.028459396506257617,2.1942997472406818,219429.9747240682,1
2025-08-29,2025-09-30,-0.05026700147030794,0.005,-0.055267001470307935,1.0,0,0.0,rebalance,1,2025-09-30,1,winner_take_all,concentrated_alpha,1.4597174807581321,145971.7480758132,0.04608497492027164,2.295423996059827,229542.3996059827,1
2025-09-30,2025-10-31,0.12329942106344705,0.005,0.11829942106344704,1.0,0,0.0,rebalance,1,2025-10-31,1,winner_take_all,concentrated_alpha,1.6324012136480126,163240.12136480125,0.020975384431994426,2.343571396811607,234357.1396811607,1
2025-10-31,2025-11-28,-0.006798350919157037,0.005,-0.011798350919157038,1.0,0,0.0,rebalance,1,2025-11-28,1,winner_take_all,concentrated_alpha,1.6131415712885355,161314.15712885355,-0.005741414512906551,2.33011598198192,233011.598198192,1
2025-11-28,2025-12-31,-0.014046439698242486,0.005,-0.019046439698242486,1.0,0,0.0,rebalance,1,2025-12-31,1,winner_take_all,concentrated_alpha,1.5824169676262603,158241.69676262603,0.006728678938970667,2.345794584315241,234579.45843152408,1
2025-12-31,2026-01-30,0.3119481952384089,0.005,0.3069481952384089,1.0,0,0.0,rebalance,1,2026-01-30,1,winner_take_all,concentrated_alpha,2.068136999953776,206813.69999537762,0.017200629294871872,2.3861437273619654,238614.37273619656,1
2026-01-30,2026-02-27,-0.02598375744566106,0.005,-0.03098375744566106,1.0,0,0.0,rebalance,1,2026-02-27,1,winner_take_all,concentrated_alpha,2.0040583447828113,200405.83447828112,-0.013591459254290061,2.3537125521166455,235371.25521166457,1
2026-02-27,2026-03-31,0.04740041165361952,0.005,0.042400411653619526,1.0,0,0.0,rebalance,1,2026-03-31,1,winner_take_all,concentrated_alpha,2.0890312435794742,208903.1243579474,-0.044509868315890766,2.2489491163684745,224894.91163684745,1
2019-04-30,2019-05-31,0.012671884232181796,0.0025,0.010171884232181795,0.5,0,0.0,initial_rebalance,1,2019-05-31,1,score_power,concentrated_alpha,1.0101718842321818,101017.18842321819,-0.06131893163869451,0.9386810683613055,93868.10683613055,1
2019-05-31,2019-06-28,0.07224007715479197,0.005,0.06724007715479197,1.0,0,0.0,rebalance,1,2019-06-28,1,score_power,concentrated_alpha,1.0780959196675552,107809.59196675553,0.08011805644118142,1.0138863711765451,101388.6371176545,1
2019-06-28,2019-07-31,0.01582522070357073,0.0,0.01582522070357073,0.0,0,0.0,rebalance,1,2019-07-31,1,score_power,concentrated_alpha,1.0951570255359133,109515.70255359133,-0.0036331987329345505,1.0102027204974469,101020.27204974469,1
2019-07-31,2019-08-30,0.00887592076666266,0.005,0.0038759207666626593,1.0,0,0.0,rebalance,1,2019-08-30,1,score_power,concentrated_alpha,1.0994017673939447,109940.17673939448,-0.01601118650035893,0.9940281763363923,99402.81763363924,1
2019-08-30,2019-09-30,-0.041546744902610455,0.0,-0.041546744902610455,0.0,0,0.0,rebalance,1,2019-09-30,1,score_power,concentrated_alpha,1.0537252026185493,105372.52026185492,0.011691962549935209,1.0056503165476978,100565.03165476977,1
2019-09-30,2019-10-31,0.02358107466179926,0.005,0.01858107466179926,1.0,0,0.0,rebalance,1,2019-10-31,1,score_power,concentrated_alpha,1.0733045492814242,107330.45492814241,0.043077969560411544,1.0489716902723578,104897.16902723578,1
2019-10-31,2019-11-29,0.024529628390603575,0.005,0.019529628390603574,1.0,0,0.0,rebalance,1,2019-11-29,1,score_power,concentrated_alpha,1.0942657882788347,109426.57882788347,0.01531182851795454,1.0650333649139971,106503.3364913997,1
2019-11-29,2019-12-31,0.033965380590298855,0.005,0.028965380590298854,1.0,0,0.0,rebalance,1,2019-12-31,1,score_power,concentrated_alpha,1.1259616133032746,112596.16133032746,0.046238282266118924,1.114278678263725,111427.8678263725,1
2019-12-31,2020-01-31,0.01426730306172952,0.005,0.009267303061729518,1.0,0,0.0,rebalance,1,2020-01-31,1,score_power,concentrated_alpha,1.13639624080963,113639.624080963,-0.0027410715656029927,1.1112243606625787,111122.43606625787,1
2020-01-31,2020-02-28,-0.062452969466752606,0.005,-0.06745296946675261,1.0,0,0.0,rebalance,1,2020-02-28,1,score_power,concentrated_alpha,1.0597429398761655,105974.29398761655,-0.048843923519200194,1.0569478029777035,105694.78029777035,1
2020-02-28,2020-03-31,-0.22734102360032538,0.0,-0.22734102360032538,0.0,0,0.0,rebalance,1,2020-03-31,1,score_power,concentrated_alpha,0.8188198951715,81881.98951715,-0.20054494325665084,0.8449822658042982,84498.22658042982,1
2020-03-31,2020-04-30,0.1653049102279962,0.0,0.1653049102279962,0.0,0,0.0,rebalance,1,2020-04-30,1,score_power,concentrated_alpha,0.9541748444357221,95417.4844435722,0.1458044930176079,0.9681844766787635,96818.44766787635,1
2020-04-30,2020-05-29,0.04758648889297512,0.005,0.04258648889297512,1.0,0,0.0,rebalance,1,2020-05-29,1,score_power,concentrated_alpha,0.9948098008502403,99480.98008502403,0.07949242416213598,1.0451478077661074,104514.78077661074,1
2020-05-29,2020-06-30,0.07832306944895007,0.005,0.07332306944895006,1.0,0,0.0,rebalance,1,2020-06-30,1,score_power,concentrated_alpha,1.0677523089664784,106775.23089664784,0.019677785668236414,1.065714002318956,106571.40023189559,1
2020-06-30,2020-07-31,0.09457801615219186,0.005,0.08957801615219185,1.0,0,0.0,rebalance,1,2020-07-31,1,score_power,concentrated_alpha,1.163399442545618,116339.9442545618,0.0573677893101745,1.1268516586688926,112685.16586688926,1
2020-07-31,2020-08-31,0.06667615749185263,0.005,0.06167615749185263,1.0,0,0.0,rebalance,1,2020-08-31,1,score_power,concentrated_alpha,1.2351534497899952,123515.34497899952,0.07043018748804863,1.2062160322601614,120621.60322601614,1
2020-08-31,2020-09-30,-0.09962336657433102,0.005,-0.10462336657433102,1.0,0,0.0,rebalance,1,2020-09-30,1,score_power,concentrated_alpha,1.105927537637067,110592.7537637067,-0.04135652814994395,1.1563311249670802,115633.11249670802,1
2020-09-30,2020-10-30,0.14601590400837772,0.005,0.1410159040083777,1.0,0,0.0,rebalance,1,2020-10-30,1,score_power,concentrated_alpha,1.2618809091247172,126188.09091247171,-0.02087079981069584,1.1321975695430155,113219.75695430156,1
2020-10-30,2020-11-30,0.03663984287947386,0.005,0.03163984287947386,1.0,0,0.0,rebalance,1,2020-11-30,1,score_power,concentrated_alpha,1.301806622822031,130180.6622822031,0.10640014017110544,1.2526635496437772,125266.35496437772,1
2020-11-30,2020-12-31,0.04198399838947986,0.005,0.03698399838947986,1.0,0,0.0,rebalance,1,2020-12-31,1,score_power,concentrated_alpha,1.3499526368638954,134995.26368638955,0.010430176521181167,1.2657290515882111,126572.90515882112,1
2020-12-31,2021-01-29,0.02697887929800169,0.0,0.02697887929800169,0.0,0,0.0,rebalance,1,2021-01-29,1,score_power,concentrated_alpha,1.3863728461118656,138637.28461118657,0.019783011092645797,1.2907689834560647,129076.89834560647,1
2021-01-29,2021-02-26,0.06295367938392848,0.005,0.05795367938392849,1.0,0,0.0,rebalance,1,2021-02-26,1,score_power,concentrated_alpha,1.4667182535420173,146671.82535420175,0.03390692818493535,1.3345349946814515,133453.49946814516,1
2021-02-26,2021-03-31,0.06270613947934289,0.005,0.057706139479342895,1.0,0,0.0,rebalance,1,2021-03-31,1,score_power,concentrated_alpha,1.5513569016578113,155135.69016578112,0.03025511171709616,1.3749115000359131,137491.15000359132,1
