rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed
2019-05-31,HEI,HEICO CORP,Industrials,0.25,future_winner,future_relaxed,0.4942310220354384,monster_heavy,0.9960049627791563,4,alpha_selector,1,True,False
2019-05-31,SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,0.25,future_winner,future_relaxed,0.457990584877088,monster_heavy,0.9748014888337467,4,alpha_selector,1,True,False
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.25,early_scout,early_relaxed,0.41750449507576387,monster_heavy,0.9674193548387097,4,alpha_selector,1,True,False
2019-05-31,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.25,early_scout,early_relaxed,0.4237014895761225,monster_heavy,0.9523821339950372,4,alpha_selector,1,True,False
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.25,core_compounder,core_strict,0.5040057289303804,monster_heavy,0.9865731707317074,4,alpha_selector,1,True,False
2019-06-28,HEI,HEICO CORP,Industrials,0.25,future_winner,future_relaxed,0.5648600969833419,monster_heavy,0.9542439024390246,4,alpha_selector,1,True,False
2019-06-28,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.25,early_scout,early_relaxed,0.4923254580797349,monster_heavy,0.9332073170731708,4,alpha_selector,1,True,False
2019-06-28,ALLE,ALLEGION PLC,Industrials,0.24999999999999997,early_scout,early_relaxed,0.38491523786217324,monster_heavy,0.9244268292682928,4,alpha_selector,1,True,False
2019-07-31,HD,HOME DEPOT INC,Consumer Discretionary,0.25,core_compounder,core_strict,0.510611139574453,monster_heavy,1.0,4,alpha_selector,1,True,False
2019-07-31,CTAS,CINTAS CORP,Industrials,0.25,early_scout,early_relaxed,0.5892881704772105,monster_heavy,0.9973123486682807,4,alpha_selector,1,True,False
2019-07-31,TER,TERADYNE INC,Information Technology,0.24999999999999997,early_scout,early_relaxed,0.5980920491823485,monster_heavy,0.9802179176755447,4,alpha_selector,1,True,False
2019-07-31,SPGI,S&P GLOBAL INC,Financials,0.24999999999999997,future_winner,future_relaxed,0.42089908773747264,monster_heavy,0.9731840193704598,4,alpha_selector,1,True,False
2019-08-30,RMD,RESMED INC,Health Care,0.25,future_winner,future_relaxed,0.5427541557771252,monster_heavy,0.9999024390243902,4,alpha_selector,1,True,False
2019-08-30,HD,HOME DEPOT INC,Consumer Discretionary,0.25,core_compounder,core_strict,0.5514151047256234,monster_heavy,0.9929878048780487,4,alpha_selector,1,True,False
2019-08-30,MLM,MARTIN MARIETTA MATERIALS INC,Materials,0.24999999999999997,early_scout,early_relaxed,0.4581540396936294,monster_heavy,0.978341463414634,4,alpha_selector,1,True,False
2019-08-30,EW,EDWARDS LIFESCIENCES CORP,Health Care,0.24999999999999992,future_winner,future_relaxed,0.5143651615793445,monster_heavy,0.9686585365853659,4,alpha_selector,1,True,False
2019-09-30,SHW,SHERWIN WILLIAMS,Materials,0.25,future_winner,future_relaxed,0.5762388489992802,monster_heavy,1.0,4,alpha_selector,1,True,False
